cote_carnet,Nom_image,Piece,titre_carnet,annees,Intitule,Lieu_Precis,coordonnées géographiques,Support,Dimensions_largeur_hauteur),Precision_vue
93AJ/316/32,FRAN126_2137_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Luxeuil-les-Bains,,"47.816111111111,6.3808333333333",Papier,"19,5 x 14,5 cm",fol. 56v-57r
93AJ/316/32,FRAN126_2138_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Luxeuil-les-Bains,,"47.816111111111,6.3808333333333",Papier,"19,5 x 14,5 cm",fol. 57v-58r
93AJ/316/32,FRAN126_2139_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Besançon,,"47.242222222222,6.0213888888889",Papier,"19,5 x 14,5 cm",fol. 58v-59r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Grandson,,"46.8085,6.6443",,,
93AJ/316/32,FRAN126_2140_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Grandson,,"46.8085,6.6443",Papier,"19,5 x 14,5 cm",fol. 59v-60r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Avenches,,"46.88,7.0398",,,
93AJ/316/32,FRAN126_2141_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Avenches,,"46.88,7.0398",Papier,"19,5 x 14,5 cm",fol. 60v-61r
93AJ/316/32,FRAN126_2142_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Avenches,,"46.88,7.0398",Papier,"19,5 x 14,5 cm",fol. 61v-62r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Fribourg,,"48.766944444444,6.8563888888889",,,
93AJ/316/32,FRAN126_2143_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Fribourg,,"48.766944444444,6.8563888888889",Papier,"19,5 x 14,5 cm",fol. 62v-63r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Berné,,"47.995,-3.3925",,,
93AJ/316/32,FRAN126_2144_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Berné,,"47.995,-3.3925",Papier,"19,5 x 14,5 cm",fol. 63v-64r
93AJ/316/32,FRAN126_2145_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Berné,,"47.995,-3.3925",Papier,"19,5 x 14,5 cm",fol. 64v-65r
93AJ/316/32,FRAN126_2146_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Berné,,"47.995,-3.3925",Papier,"19,5 x 14,5 cm",fol. 65v-66r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Besançon,,"47.242222222222,6.0213888888889",,,
93AJ/316/32,FRAN126_2147_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Courtefontaine,,"47.320555555556,6.9080555555556",Papier,"19,5 x 14,5 cm",fol. 66v-67r
93AJ/316/32,FRAN126_2148_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Courtefontaine,,"47.320555555556,6.9080555555556",Papier,"19,5 x 14,5 cm",fol. 67v-68r
93AJ/316/32,FRAN126_2149_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Courtefontaine,,"47.320555555556,6.9080555555556",Papier,"19,5 x 14,5 cm",fol. 68v-69r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Besançon,,"47.242222222222,6.0213888888889",,,
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Grozon,,"46.889722222222,5.7008333333333",,,
93AJ/316/32,FRAN126_2150_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Besançon,archives du Doubs,"47.242222222222,6.0213888888889",Papier,"19,5 x 14,5 cm",fol. 69v-70r
93AJ/316/32,FRAN126_2151_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Besançon,,"47.242222222222,6.0213888888889",Papier,"19,5 x 14,5 cm",fol. 70v-71r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Arles,,"43.676944444444,4.6286111111111",,,
93AJ/316/32,FRAN126_2152_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Arles,,"43.676944444444,4.6286111111111",Papier,"19,5 x 14,5 cm",fol. 71v-72r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",,,
93AJ/316/32,FRAN126_2153_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",Papier,"19,5 x 14,5 cm",fol. 72v-73r
93AJ/316/32,FRAN126_2154_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",Papier,"19,5 x 14,5 cm",fol. 73v-74r
93AJ/316/32,FRAN126_2155_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",Papier,"19,5 x 14,5 cm",fol. 74v-75r
93AJ/316/32,FRAN126_2156_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",Papier,"19,5 x 14,5 cm",fol. 75v-76r
93AJ/316/32,FRAN126_2157_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",Papier,"19,5 x 14,5 cm",fol. 76v-77r
93AJ/316/32,FRAN126_2158_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",Papier,"19,5 x 14,5 cm",fol. 77v-78r
93AJ/316/32,FRAN126_2159_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",Papier,"19,5 x 14,5 cm",fol. 78v-79r
93AJ/316/32,FRAN126_2160_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Narbonne,,"43.184722222222,3.0036111111111",Papier,"19,5 x 14,5 cm",fol. 79v-80r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Perpignan,,"42.6975,2.8947222222222",,,
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Elne,,"42.600277777778,2.9711111111111",,,
93AJ/316/32,FRAN126_2161_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Elne,,"42.600277777778,2.9711111111111",Papier,"19,5 x 14,5 cm",fol. 80v-81r
93AJ/316/32,FRAN126_2162_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Elne,,"42.600277777778,2.9711111111111",Papier,"19,5 x 14,5 cm",fol. 81v-82r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Arles-sur-Tech,,"42.456944444444,2.6338888888889",,,
93AJ/316/32,FRAN126_2163_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Arles-sur-Tech,,"42.456944444444,2.6338888888889",Papier,"19,5 x 14,5 cm",fol. 82v-83r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Carcassonne,,"43.215833333333,2.3513888888889",,,
93AJ/316/32,FRAN126_2164_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Carcassonne,,"43.215833333333,2.3513888888889",Papier,"19,5 x 14,5 cm",fol. 83v-84r
93AJ/316/32,FRAN126_2165_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Carcassonne,,"43.215833333333,2.3513888888889",Papier,"19,5 x 14,5 cm",fol. 84v-85r
93AJ/316/32,FRAN126_2166_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Carcassonne,,"43.215833333333,2.3513888888889",Papier,"19,5 x 14,5 cm",fol. 85v-86r
93AJ/316/32,FRAN126_2167_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Carcassonne,,"43.215833333333,2.3513888888889",Papier,"19,5 x 14,5 cm",fol. 86v-87r
93AJ/316/32,FRAN126_2168_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Carcassonne,,"43.215833333333,2.3513888888889",Papier,"19,5 x 14,5 cm",fol. 87v-88r
93AJ/316/32,FRAN126_2169_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Carcassonne,,"43.215833333333,2.3513888888889",Papier,"19,5 x 14,5 cm",fol. 88v-89r
93AJ/316/32,FRAN126_2170_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Carcassonne,,"43.215833333333,2.3513888888889",Papier,"19,5 x 14,5 cm",fol. 89v-90r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Perpignan,,"42.6975,2.8947222222222",,,
93AJ/316/32,FRAN126_2171_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Perpignan,,"42.6975,2.8947222222222",Papier,"19,5 x 14,5 cm",fol. 90v-91r
93AJ/316/32,FRAN126_2172_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Foix,,"42.965277777778,1.6069444444444",Papier,"19,5 x 14,5 cm",fol. 91v-92r
93AJ/316/32,FRAN126_2173_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Foix,,"42.965277777778,1.6069444444444",Papier,"19,5 x 14,5 cm",fol. 92v-93r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Figeac,,"44.608611111111,2.0316666666667",,,
93AJ/316/32,FRAN126_2174_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Figeac,,"44.608611111111,2.0316666666667",Papier,"19,5 x 14,5 cm",fol. 93v-94r
93AJ/316/32,FRAN126_2175_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Figeac,,"44.608611111111,2.0316666666667",Papier,"19,5 x 14,5 cm",fol. 94v-95r
93AJ/316/32,FRAN126_2176_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Figeac,,"44.608611111111,2.0316666666667",Papier,"19,5 x 14,5 cm",fol. 95v-96r
93AJ/316/32,FRAN126_2177_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Figeac,,"44.608611111111,2.0316666666667",Papier,"19,5 x 14,5 cm",fol. 96v-97r
93AJ/316/32,FRAN126_2178_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Figeac,,"44.608611111111,2.0316666666667",Papier,"19,5 x 14,5 cm",fol. 97v-98r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",,,
93AJ/316/32,FRAN126_2179_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",Papier,"19,5 x 14,5 cm",fol. 98v-99r
93AJ/316/32,FRAN126_2180_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",Papier,"19,5 x 14,5 cm",fol. 99v-100r
93AJ/316/32,FRAN126_2181_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",Papier,"19,5 x 14,5 cm",fol. 100v-101r
93AJ/316/32,FRAN126_2182_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",Papier,"19,5 x 14,5 cm",fol. 101v-102r
93AJ/316/32,FRAN126_2183_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",Papier,"19,5 x 14,5 cm",fol. 102v-103r
93AJ/316/32,FRAN126_2184_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",Papier,"19,5 x 14,5 cm",fol. 103v-104r
93AJ/316/32,FRAN126_2185_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",Papier,"19,5 x 14,5 cm",fol. 104v-105r
93AJ/316/32,FRAN126_2186_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Périgueux,,"45.184166666667,0.71805555555556",Papier,"19,5 x 14,5 cm",fol. 105v-106r
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Strasbourg,,"48.573333333333,7.7522222222222",,,
93AJ/316/32,FRAN126_2191_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Lavelanet,,"42.932777777778,1.8486111111111",Papier,"19,5 x 14,5 cm",fol. 110v-111r
93AJ/316/32,FRAN126_2192_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Nay,,"43.18,-0.26222222222222",Papier,"19,5 x 14,5 cm",fol. 111v-112r
93AJ/316/32,FRAN126_2193_L.jpg,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Saint-Girons,,"42.984722222222,1.1458333333333",Papier,"19,5 x 14,5 cm",fol. 112v
93AJ/316/32,,Carnet n°42,"Voyages en Languedoc, Béarn, Languedoc, Franche-Comté, Bade, Suisse, Roussillon, Quercy et Périgord",1871-1872,Saint-Girons,forêt du Banney,"47.816111111111,6.3808333333333",,,
93AJ/316/33,FRAN126_2203_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,église Saint-Jean de Montmartre,église Saint-Jean de Montmartre,"48.884105555556,2.3378833333333",Papier,"20 x 14,5 cm",fol. 1v-2r
93AJ/316/33,FRAN126_2204_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,église Saint-Jean de Montmartre,église Saint-Jean de Montmartre,"48.884105555556,2.3378833333333",Papier,"20 x 14,5 cm",fol. 2v-3r
93AJ/316/33,FRAN126_2205_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,église Saint-Jean de Montmartre,église Saint-Jean de Montmartre,"48.884105555556,2.3378833333333",Papier,"20 x 14,5 cm",fol. 3v-4r
93AJ/316/33,FRAN126_2206_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Loches,,"47.128611111111,0.99527777777778",Papier,"20 x 14,5 cm",fol. 4v-5r
93AJ/316/33,FRAN126_2207_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 5v-6r
93AJ/316/33,FRAN126_2209_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 7v-8r
93AJ/316/33,FRAN126_2210_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 8v-9r
93AJ/316/33,FRAN126_2211_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 9v-10r
93AJ/316/33,FRAN126_2212_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 10v-11r
93AJ/316/33,FRAN126_2213_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 11v-12r
93AJ/316/33,FRAN126_2214_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 12v-13r
93AJ/316/33,FRAN126_2215_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 13v-14r
93AJ/316/33,FRAN126_2216_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 14v-15r
93AJ/316/33,FRAN126_2217_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 15v-16r
93AJ/316/33,FRAN126_2218_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Laon,,"49.563333333333,3.6236111111111",Papier,"20 x 14,5 cm",fol. 16v-17r
93AJ/316/33,FRAN126_2219_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Chivy-lès-Étouvelles,,"49.527777777778,3.5847222222222",Papier,"20 x 14,5 cm",fol. 17v-18r
93AJ/316/33,FRAN126_2220_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Chivy-lès-Étouvelles,,"49.527777777778,3.5847222222222",Papier,"20 x 14,5 cm",fol. 18v-19r
93AJ/316/33,FRAN126_2221_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,bibliothèque de l'Arsenal,bibliothèque de l'Arsenal,"48.850277777778,2.3635277777778",Papier,"20 x 14,5 cm",fol. 19v-20r
93AJ/316/33,FRAN126_2222_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,bibliothèque de l'Arsenal,bibliothèque de l'Arsenal,"48.850277777778,2.3635277777778",Papier,"20 x 14,5 cm",fol. 20v-21r
93AJ/316/33,FRAN126_2223_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,bibliothèque de l'Arsenal,bibliothèque de l'Arsenal,"48.850277777778,2.3635277777778",Papier,"20 x 14,5 cm",fol. 21v-22r
93AJ/316/33,FRAN126_2224_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,bibliothèque de l'Arsenal,bibliothèque de l'Arsenal,"48.850277777778,2.3635277777778",Papier,"20 x 14,5 cm",fol. 22v-23r
93AJ/316/33,FRAN126_2225_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,bibliothèque de l'Arsenal,bibliothèque de l'Arsenal,"48.850277777778,2.3635277777778",Papier,"20 x 14,5 cm",fol. 23v-24r
93AJ/316/33,FRAN126_2226_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 24v-25r
93AJ/316/33,FRAN126_2227_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 25v-26r
93AJ/316/33,FRAN126_2228_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 26v-27r
93AJ/316/33,FRAN126_2229_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 27v-28r
93AJ/316/33,FRAN126_2230_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 28v-29r
93AJ/316/33,FRAN126_2231_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 29v-30r
93AJ/316/33,FRAN126_2232_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 30v-31r
93AJ/316/33,FRAN126_2233_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 31v-32r
93AJ/316/33,FRAN126_2234_L.jpg,Carnet n°43,Voyage en Île-de-France et Picardie,1873,Exposition universelle de 1878,,"48.86222222,2.28825",Papier,"20 x 14,5 cm",fol. 32v-33r
93AJ/316/34,FRAN126_2245_L.jpg,Carnet n°44,"Voyages en Auvergne, Languedoc, Comtat Venaissin, Provence, Franche-Comté, Île-de-France et Normandie",1873-1874,Clermont-Ferrand,,"45.779722222222,3.0869444444444",Papier,"19,5 x 14 cm",fol. 1v-2r
93AJ/316/34,FRAN126_2246_L.jpg,Carnet n°44,"Voyages en Auvergne, Languedoc, Comtat Venaissin, Provence, Franche-Comté, Île-de-France et Normandie",1873-1874,Clermont-Ferrand,,"45.779722222222,3.0869444444444",Papier,"19,5 x 14 cm",fol. 2v-3r
93AJ/316/34,FRAN126_2247_L.jpg,Carnet n°44,"Voyages en Auvergne, Languedoc, Comtat Venaissin, Provence, Franche-Comté, Île-de-France et Normandie",1873-1874,Clermont-Ferrand,,"45.779722222222,3.0869444444444",Papier,"19,5 x 14 cm",fol. 3v-4r
93AJ/316/34,FRAN126_2248_L.jpg,Carnet n°44,"Voyages en Auvergne, Languedoc, Comtat Venaissin, Provence, Franche-Comté, Île-de-France et Normandie",1873-1874,Clermont-Ferrand,,"45.779722222222,3.0869444444444",Papier,"19,5 x 14 cm",fol. 4v-5r
93AJ/316/34,FRAN126_2249_L.jpg,Carnet n°44,"Voyages en Auvergne, Languedoc, Comtat Venaissin, Provence, Franche-Comté, Île-de-France et Normandie",1873-1874,Clermont-Ferrand,,"45.779722222222,3.0869444444444",Papier,"19,5 x 14 cm",fol. 5v-6r
93AJ/316/34,FRAN126_2250_L.jpg,Carnet n°44,"Voyages en Auvergne, Languedoc, Comtat Venaissin, Provence, Franche-Comté, Île-de-France et Normandie",1873-1874,Gergovie,,"45.720465,3.118679",Papier,"19,5 x 14 cm",fol. 6v-7r
93AJ/316/34,,Carnet n°44,"Voyages en Auvergne, Languedoc, Comtat Venaissin, Provence, Franche-Comté, Île-de-France et Normandie",1873-1874,Royat,,"45.765,3.05",,,
