Cote,Piece,annees,cote_carnet,titre_carnet,Intitule,coordonnées géographiques,Lieu_Precis,Support,Dimensions_largeur_hauteur),Precision_vue,Observations,Nom_image,Localite_Ademec,Lieu visité
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Vienne. Église Saint-Pierre.,"45.525555555556,4.8747222222222",,Papier,"19,5 x 14 cm",fol. 73v-74r,,FRAN126_2742_L.jpg,Vienne,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Vienne. Église Saint-Maurice.,"45.525555555556,4.8747222222222",,Papier,"19,5 x 14 cm",fol. 74v-75r,,FRAN126_2743_L.jpg,Vienne,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Vienne. Église Saint-Maurice.,"45.525555555556,4.8747222222222",,Papier,"19,5 x 14 cm",fol. 75v-76r,,FRAN126_2744_L.jpg,Vienne,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France","Orléans, Saint-Aignan.","47.902222222222,1.9041666666667",,Papier,"19,5 x 14 cm",fol. 76v-77r,,FRAN126_2745_L.jpg,,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France","Orléans, Saint-Aignan.","47.902222222222,1.9041666666667",,Papier,"19,5 x 14 cm",fol. 77v-78r,,FRAN126_2746_L.jpg,Orléans,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",rue Nicole-Reine-Lepaute,"48.8265,2.38136",,,,,,,,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Paris ? Fouilles rue Nicole.,"48.856944444444,2.3513888888889",,Papier,"19,5 x 14 cm",fol. 78v-79r,,FRAN126_2747_L.jpg,Paris,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Paris ? Fouilles rue Nicole.,"48.856944444444,2.3513888888889",,Papier,"19,5 x 14 cm",fol. 79v-80r,,FRAN126_2748_L.jpg,Paris,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Paris ? Fouilles rue Nicole.,"48.856944444444,2.3513888888889",,Papier,"19,5 x 14 cm",fol. 80v-81r,,FRAN126_2749_L.jpg,Paris,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Poissy,"48.928888888889,2.0447222222222",,,,,,,,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Poissy. Église.,"48.928888888889,2.0447222222222",,Papier,"19,5 x 14 cm",fol. 81v-82r,,FRAN126_2750_L.jpg,Poissy,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Poissy. Église.,"48.928888888889,2.0447222222222",,Papier,"19,5 x 14 cm",fol. 82v-83r,,FRAN126_2751_L.jpg,Poissy,
93AJ/316,Carnet n°48,1877,93AJ/316/38,"Voyage en Franche-Comté, Bresse, Lyonnais, Dauphiné, Orléanais et Île-de-France",Poissy. Église.,"48.928888888889,2.0447222222222",,Papier,"19,5 x 14 cm",fol. 83v-84r,,FRAN126_2752_L.jpg,Poissy,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"Besançon, Musée.","47.242222222222,6.0213888888889",,Papier,"37,5 x 12 cm",fol. 2v-3r,,FRAN126_2762_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"Besançon, Musée.","47.242222222222,6.0213888888889",,Papier,"37,5 x 12 cm",fol. 3v-4r,,FRAN126_2763_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"Besançon, Musée.","47.242222222222,6.0213888888889",,Papier,"37,5 x 12 cm",fol. 4v-5r,,FRAN126_2764_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 5v-6r,,FRAN126_2765_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 6v-7r,,FRAN126_2766_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 8v-9r,,FRAN126_2768_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 9v-10r,,FRAN126_2769_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 11v-12r,,FRAN126_2771_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"Luxeuil, thermes.","47.816111111111,6.3808333333333",thermes,Papier,"37,5 x 12 cm",fol. 12v-13r,,FRAN126_2772_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 13v-14r,,FRAN126_2773_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 14v-15r,,FRAN126_2774_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 15v-16r,,FRAN126_2775_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Luxeuil-les-Bains,"47.816111111111,6.3808333333333",,Papier,"37,5 x 12 cm",fol. 16v-17r,,FRAN126_2776_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Besançon,"47.242222222222,6.0213888888889",,Papier,"37,5 x 12 cm",fol. 17v-18r,,FRAN126_2777_L.jpg,Besançon,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Avenches,"46.88,7.0398",,Papier,"37,5 x 12 cm",fol. 18v-19r,,FRAN126_2778_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"Besançon, théâtre.","47.2344,6.02608",théâtre Ledoux,Papier,"37,5 x 12 cm",fol. 19v-20r,,FRAN126_2779_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Elne,"42.600277777778,2.9711111111111",,Papier,"37,5 x 12 cm",fol. 20v-21r,,FRAN126_2780_L.jpg,Elne,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Elne,"42.600277777778,2.9711111111111",,Papier,"37,5 x 12 cm",fol. 21v-22r,,FRAN126_2781_L.jpg,Elne,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Carcassonne,"43.215833333333,2.3513888888889",,Papier,"37,5 x 12 cm",fol. 22v-23r,,FRAN126_2782_L.jpg,Carcassonne,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Carcassonne,"43.215833333333,2.3513888888889",,Papier,"37,5 x 12 cm",fol. 23v-24r,,FRAN126_2783_L.jpg,Carcassonne,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Foix,"42.965277777778,1.6069444444444",,Papier,"37,5 x 12 cm",fol. 24v-25r,,FRAN126_2784_L.jpg,Foix,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Foix,"42.965277777778,1.6069444444444",,Papier,"37,5 x 12 cm",fol. 25v-26r,,FRAN126_2785_L.jpg,Foix,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"Besançon, bibliothèque.","47.23611111,6.0275",Bibliothèque municipale de Besançon,Papier,"37,5 x 12 cm",fol. 26v-27r,,FRAN126_2786_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"Besançon, bibliothèque.","47.23611111,6.0275",Bibliothèque municipale de Besançon,Papier,"37,5 x 12 cm",fol. 27v-28r,,FRAN126_2787_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"[Nans-sous-Sainte-Anne], source du Lison.","46.9654133,6.0112883",source du Lison,Papier,"37,5 x 12 cm",fol. 28v-29r,,FRAN126_2788_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"[Nans-sous-Sainte-Anne], massif d'Alaise.","46.976666666667,5.9988888888889",massif d'Alaise,Papier,"37,5 x 12 cm",fol. 29v-30r,,FRAN126_2789_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"[Nans-sous-Sainte-Anne], massif d'Alaise.","46.976666666667,5.9988888888889",massif d'Alaise,Papier,"37,5 x 12 cm",fol. 30v-31r,,FRAN126_2790_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"[Nans-sous-Sainte-Anne], massif d'Alaise.","46.976666666667,5.9988888888889",massif d'Alaise,Papier,"37,5 x 12 cm",fol. 31v-32r,,FRAN126_2791_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"[Nans-sous-Sainte-Anne], massif d'Alaise.","46.976666666667,5.9988888888889",massif d'Alaise,Papier,"37,5 x 12 cm",fol. 32v-33r,,FRAN126_2792_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"[Nans-sous-Sainte-Anne], massif d'Alaise.","46.976666666667,5.9988888888889",massif d'Alaise,Papier,"37,5 x 12 cm",fol. 33v-34r,,FRAN126_2793_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,"[Nans-sous-Sainte-Anne], massif d'Alaise.","46.976666666667,5.9988888888889",massif d'Alaise,Papier,"37,5 x 12 cm",fol. 34v-35r,,FRAN126_2794_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Éternoz,"47.007222222222,6.0294444444444",,Papier,"37,5 x 12 cm",fol. 35v-36r,,FRAN126_2795_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Éternoz,"47.007222222222,6.0294444444444",,Papier,"37,5 x 12 cm",fol. 36v-37r,,FRAN126_2796_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Éternoz,"47.007222222222,6.0294444444444",,Papier,"37,5 x 12 cm",fol. 37v-38r,,FRAN126_2797_L.jpg,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Nyon,"46.38196166666667,6.23888",,,,,,,,
93AJ/316,Carnet n°49,1877,93AJ/316/39,Voyage en Franche-Comté et Languedoc,Nyon,"46.38196166666667,6.23888",,Papier,"37,5 x 12 cm",fol. 38v-39r,,FRAN126_2798_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, musée des Antiquaires de l'Ouest.","46.581111111111,0.33527777777778",Société des antiquaires de l'Ouest,Papier,"19 x 14,5 cm",fol. 1v-2r,,FRAN126_2805_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, musée des Antiquaires de l'Ouest.","46.581111111111,0.33527777777778",Société des antiquaires de l'Ouest,Papier,"19 x 14,5 cm",fol. 2v-3r,,FRAN126_2806_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, musée des Antiquaires de l'Ouest.","46.581111111111,0.33527777777778",Société des antiquaires de l'Ouest,Papier,"19 x 14,5 cm",fol. 3v-4r,,FRAN126_2807_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, baptistère Saint-Jean.","46.579444,0.348611",baptistère Saint-Jean,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, baptistère Saint-Jean.","46.579444,0.348611",baptistère Saint-Jean,Papier,"19 x 14,5 cm",fol. 4v-5r,,FRAN126_2808_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, baptistère Saint-Jean.","46.579444,0.348611",baptistère Saint-Jean,Papier,"19 x 14,5 cm",fol. 5v-6r,,FRAN126_2809_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, hypogée des Dunes.","46.575277777778,0.35916666666667",hypogée des Dunes,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, hypogée des Dunes.","46.575277777778,0.35916666666667",hypogée des Dunes,Papier,"19 x 14,5 cm",fol. 6v-7r,,FRAN126_2810_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Notre-Dame-la-Grande.","46.583333333333,0.34388888888889",église Notre-Dame-la-Grande de Poitiers,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Notre-Dame-la-Grande.","46.583333333333,0.34388888888889",église Notre-Dame-la-Grande de Poitiers,Papier,"19 x 14,5 cm",fol. 7v-8r,,FRAN126_2811_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Notre-Dame-la-Grande.","46.583333333333,0.34388888888889",église Notre-Dame-la-Grande de Poitiers,Papier,"19 x 14,5 cm",fol. 8v-9r,,FRAN126_2812_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Notre-Dame-la-Grande.","46.583333333333,0.34388888888889",église Notre-Dame-la-Grande de Poitiers,Papier,"19 x 14,5 cm",fol. 9v-10r,,FRAN126_2813_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, cathédrale Saint-Pierre et Saint-Paul.","46.5805,0.3493",cathédrale Saint-Pierre de Poitiers,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, cathédrale Saint-Pierre et Saint-Paul.","46.5805,0.3493",cathédrale Saint-Pierre de Poitiers,Papier,"19 x 14,5 cm",fol. 10v-11r,,FRAN126_2814_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, cathédrale Saint-Pierre et Saint-Paul.","46.5805,0.3493",cathédrale Saint-Pierre de Poitiers,Papier,"19 x 14,5 cm",fol. 11v-12r,,FRAN126_2815_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, cathédrale Saint-Pierre et Saint-Paul.","46.5805,0.3493",cathédrale Saint-Pierre de Poitiers,Papier,"19 x 14,5 cm",fol. 12v-13r,,FRAN126_2816_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, cathédrale Saint-Pierre et Saint-Paul.","46.5805,0.3493",cathédrale Saint-Pierre de Poitiers,Papier,"19 x 14,5 cm",fol. 13v-14r,,FRAN126_2817_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, cathédrale Saint-Pierre et Saint-Paul.","46.5805,0.3493",cathédrale Saint-Pierre de Poitiers,Papier,"19 x 14,5 cm",fol. 14v-15r,,FRAN126_2818_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Nouaillé-Maupertuis, abbaye Saint-Junien.","46.51027778,0.4125",abbaye Saint-Junien de Nouaillé-Maupertuis,Papier,"19 x 14,5 cm",fol. 16v-17r,,FRAN126_2820_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Nouaillé-Maupertuis, abbaye Saint-Junien.","46.51027778,0.4125",abbaye Saint-Junien de Nouaillé-Maupertuis,Papier,"19 x 14,5 cm",fol. 17v-18r,,FRAN126_2821_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Nouaillé-Maupertuis, abbaye Saint-Junien.","46.51027778,0.4125",abbaye Saint-Junien de Nouaillé-Maupertuis,Papier,"19 x 14,5 cm",fol. 18v-19r,,FRAN126_2822_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Nouaillé-Maupertuis, abbaye Saint-Junien.","46.51027778,0.4125",abbaye Saint-Junien de Nouaillé-Maupertuis,Papier,"19 x 14,5 cm",fol. 19v-20r,,FRAN126_2823_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Nouaillé-Maupertuis, abbaye Saint-Junien.","46.51027778,0.4125",abbaye Saint-Junien de Nouaillé-Maupertuis,Papier,"19 x 14,5 cm",fol. 20v-21r,,FRAN126_2824_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, thermes.","46.581111111111,0.33527777777778",thermes,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers,  murs romains .","46.581111111111,0.33527777777778", murs romains ,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers,  murs romains .","46.581111111111,0.33527777777778", murs romains ,Papier,"19 x 14,5 cm",fol. 21v-22r,,FRAN126_2825_L.jpg,Poitiers,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France",Arçay,"46.948333333333,2.3402777777778",,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Moncontour, donjon.","46.88239,-0.01458",donjon de Moncontour,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Moncontour, donjon.","46.88239,-0.01458",donjon de Moncontour,Papier,"19 x 14,5 cm",fol. 22v-23r,,FRAN126_2826_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Moncontour, église Saint-Nicolas.","46.881563,-0.01774",église Saint-Nicolas de Moncontour,Papier,"19 x 14,5 cm",fol. 23v-24r,,FRAN126_2827_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Moncontour, église Saint-Nicolas.","46.881563,-0.01774",église Saint-Nicolas de Moncontour,Papier,"19 x 14,5 cm",fol. 24v-25r,,FRAN126_2828_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Jouin-de-Marnes, abbatiale.","46.881699,-0.051919",abbaye Saint-Jouin de Marnes,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Jouin-de-Marnes, abbatiale.","46.881699,-0.051919",abbaye Saint-Jouin de Marnes,Papier,"19 x 14,5 cm",fol. 25v-26r,,FRAN126_2829_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Jouin-de-Marnes, abbatiale.","46.881699,-0.051919",abbaye Saint-Jouin de Marnes,Papier,"19 x 14,5 cm",fol. 26v-27r,,FRAN126_2830_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Jouin-de-Marnes, abbatiale.","46.881699,-0.051919",abbaye Saint-Jouin de Marnes,Papier,"19 x 14,5 cm",fol. 27v-28r,,FRAN126_2831_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Jouin-de-Marnes, abbatiale.","46.881699,-0.051919",abbaye Saint-Jouin de Marnes,Papier,"19 x 14,5 cm",fol. 28v-29r,,FRAN126_2832_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Généroux, église.","49.673082,1.2840245",église Saint-Saëns de Saint-Saëns,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Généroux, église.","49.673082,1.2840245",église Saint-Saëns de Saint-Saëns,Papier,"19 x 14,5 cm",fol. 29v-30r,,FRAN126_2833_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Généroux, église.","49.673082,1.2840245",église Saint-Saëns de Saint-Saëns,Papier,"19 x 14,5 cm",fol. 30v-31r,,FRAN126_2834_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Généroux, église.","49.673082,1.2840245",église Saint-Saëns de Saint-Saëns,Papier,"19 x 14,5 cm",fol. 31v-32r,,FRAN126_2835_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Saint-Généroux, église.","49.673082,1.2840245",église Saint-Saëns de Saint-Saëns,Papier,"19 x 14,5 cm",fol. 32v-33r,,FRAN126_2836_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, musée.","46.581111111111,0.33527777777778",,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, musée.","46.581111111111,0.33527777777778",,Papier,"19 x 14,5 cm",fol. 33v-34r,,FRAN126_2837_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Saint-Hilaire le Grand.","46.577222222222,0.33277777777778",église Saint-Hilaire le Grand,,,,,,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Saint-Hilaire le Grand.","46.577222222222,0.33277777777778",église Saint-Hilaire le Grand,Papier,"19 x 14,5 cm",fol. 34v-35r,,FRAN126_2838_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Saint-Hilaire le Grand.","46.577222222222,0.33277777777778",église Saint-Hilaire le Grand,Papier,"19 x 14,5 cm",fol. 35v-36r,,FRAN126_2839_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Saint-Hilaire le Grand.","46.577222222222,0.33277777777778",église Saint-Hilaire le Grand,Papier,"19 x 14,5 cm",fol. 36v-37r,,FRAN126_2840_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Saint-Hilaire le Grand.","46.577222222222,0.33277777777778",église Saint-Hilaire le Grand,Papier,"19 x 14,5 cm",fol. 37v-38r,,FRAN126_2841_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, baptistère Saint-Jean.","46.579444,0.348611",baptistère Saint-Jean,Papier,"19 x 14,5 cm",fol. 38v-39r,,FRAN126_2842_L.jpg,,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France","Poitiers, église Notre-Dame-la-Grande.","46.583333333333,0.34388888888889",église Notre-Dame-la-Grande de Poitiers,Papier,"19 x 14,5 cm",fol. 40v-41r,,FRAN126_2844_L.jpg,Poitiers,
93AJ/316,Carnet n°50,1879,93AJ/316/40,"Voyage en Poitou, Anjou, Touraine, Vendômois, Dunois et Île-de-France",Poitiers,"46.581111111111,0.33527777777778",,,,,,,,
